_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,UTT
5d950034f9007c92afc6def7,5d9426ffa9cf770a818e00ea,5,1,3,1,1,30
5d95004dc56930c5e2962550,5d942661a9cf770a818cf6e3,3,5,4,4,3,20
5d95004dc56930c5e2962551,5d94264aa9cf770a818ccf7b,1,5,1,5,5,20
5d95004dc56930c5e2962552,5d94270fa9cf770a818e1b94,1,2,5,5,2,15
5d950071f9007c92afc6df04,5d9425e9a9cf770a818c31a1,4,5,1,2,1,25
5d950072f9007c92afc6df05,5d9425e3a9cf770a818c28eb,5,4,5,3,4,30
5d950072f9007c92afc6df06,5d9426e2a9cf770a818dd395,2,2,2,1,5,20
5d950093f9007c92afc6df18,5d942617a9cf770a818c7cdf,1,1,1,4,4,25
5d950094f9007c92afc6df19,5d9425dda9cf770a818c2018,1,1,3,5,3,30
5d950094f9007c92afc6df1a,5d94261ea9cf770a818c878a,1,2,2,5,5,30
5d950094f9007c92afc6df1b,5d9426d2a9cf770a818db74b,4,2,3,4,1,20
5d9500c6f9007c92afc6df2e,5d9425c1a9cf770a818bf3b8,3,1,1,5,4,25
5d9500c6f9007c92afc6df2f,5d942688a9cf770a818d3a3f,2,1,4,5,4,10
5d9500c6f9007c92afc6df30,5d942641a9cf770a818cbfc4,5,2,1,4,4,20
5d9500c6f9007c92afc6df31,5d9426ada9cf770a818d7a4c,1,5,2,2,4,30
5d9500fff9007c92afc6df44,5d9425c4a9cf770a818bf97a,3,1,3,4,2,25
5d950100f9007c92afc6df45,5d9425c1a9cf770a818bf392,2,2,1,5,3,15
5d950100f9007c92afc6df46,5d94263ea9cf770a818cbbca,4,1,3,3,2,15
5d950100f9007c92afc6df47,5d9426a8a9cf770a818d71cf,4,3,1,3,2,25
5d95014af9007c92afc6df5a,5d942640a9cf770a818cbe47,1,4,4,3,1,25
5d95014af9007c92afc6df5b,5d94267ba9cf770a818d2244,3,4,1,3,5,20
5d95014af9007c92afc6df5c,5d942645a9cf770a818cc640,3,4,5,5,5,25
5d95014bf9007c92afc6df5d,5d9426aea9cf770a818d7c28,2,3,1,3,3,25
5d9501a2f9007c92afc6df6a,5d942655a9cf770a818ce21a,1,2,3,2,2,25
5d9501a3f9007c92afc6df6b,5d9425d9a9cf770a818c19bc,2,1,4,3,4,25
5d9501a3f9007c92afc6df6c,5d9426fea9cf770a818dff30,1,5,3,1,2,25
5d9501cef9007c92afc6df78,5d942643a9cf770a818cc387,2,5,3,5,1,25
5d9501cff9007c92afc6df79,5d9425cda9cf770a818c071f,1,3,2,1,1,25
5d9501cff9007c92afc6df7a,5d942757a9cf770a818e96e2,2,3,3,1,3,10
5d950213f9007c92afc6df86,5d9425b9a9cf770a818be8ba,2,1,3,3,3,25
5d950214f9007c92afc6df87,5d94262ba9cf770a818c9db2,5,3,5,2,2,25
5d950214f9007c92afc6df88,5d9426f7a9cf770a818df3ea,1,2,3,5,2,25
5d950224f9007c92afc6df94,5d942642a9cf770a818cc176,3,2,3,3,2,25
5d950225f9007c92afc6df95,5d9425cea9cf770a818c07d0,3,3,1,1,3,20
5d950225f9007c92afc6df96,5d9426d8a9cf770a818dc312,2,3,4,2,1,15
5d95023ff9007c92afc6dfa2,5d94265ca9cf770a818ceeae,3,1,4,4,4,25
5d95023ff9007c92afc6dfa3,5d94260ea9cf770a818c6dd2,3,3,4,3,3,30
5d95023ff9007c92afc6dfa4,5d9426aea9cf770a818d7bde,5,3,1,2,2,30
5d95029bf9007c92afc6dfb6,5d94266fa9cf770a818d0d92,5,5,4,4,3,25
5d95029bf9007c92afc6dfb7,5d9425bba9cf770a818bec0f,3,3,3,1,1,20
5d95029bf9007c92afc6dfb8,5d9425bda9cf770a818bee87,5,4,2,3,1,20
5d95029bf9007c92afc6dfb9,5d9426b1a9cf770a818d80c4,3,1,5,5,1,15
5d9502b0f9007c92afc6dfc6,5d942663a9cf770a818cf96a,4,5,5,2,2,25
5d9502b0f9007c92afc6dfc7,5d9425c5a9cf770a818bfaee,3,4,4,4,4,25
5d9502b0f9007c92afc6dfc8,5d9426dca9cf770a818dc8b4,2,4,5,3,3,10
5d950311c56930c5e2962564,5d9425f2a9cf770a818c40fc,1,3,2,2,4,20
5d950311c56930c5e2962565,5d9425bca9cf770a818bed2a,3,5,2,1,5,30
5d950311c56930c5e2962566,5d9425b4a9cf770a818be066,5,2,2,5,4,20
5d950312c56930c5e2962567,5d942755a9cf770a818e93ea,3,5,3,1,3,30
5d950356c56930c5e2962574,5d94269ca9cf770a818d5d5f,1,2,1,3,3,20
5d950356c56930c5e2962575,5d94267aa9cf770a818d2101,2,5,3,3,5,30
5d950356c56930c5e2962576,5d9426bfa9cf770a818d97f8,1,3,5,2,3,25
5d950379f9007c92afc6dfda,5d9425ffa9cf770a818c54f4,3,3,2,2,1,25
5d950379f9007c92afc6dfdb,5d94264aa9cf770a818cd055,4,3,1,1,2,15
5d950379f9007c92afc6dfdc,5d94266fa9cf770a818d0ef9,5,5,4,4,3,20
5d95037af9007c92afc6dfdd,5d9426c1a9cf770a818d9a58,3,3,4,2,3,10
5d9503bbf9007c92afc6dff0,5d9425d7a9cf770a818c16c7,1,5,3,3,2,25
5d9503bbf9007c92afc6dff1,5d9425c4a9cf770a818bf85a,4,5,4,4,4,20
5d9503bbf9007c92afc6dff2,5d942638a9cf770a818cb259,5,5,5,3,4,30
5d9503bcf9007c92afc6dff3,5d94277aa9cf770a818ecaa8,4,1,2,2,1,10
5d9503cdf9007c92afc6e000,5d94263ba9cf770a818cb6b4,2,5,5,4,3,25
5d9503cef9007c92afc6e001,5d9425cfa9cf770a818c0a3d,3,5,5,3,5,30
5d9503cef9007c92afc6e002,5d9426a9a9cf770a818d7387,4,4,1,2,3,20
5d9503fdf9007c92afc6e00e,5d9425f7a9cf770a818c492a,4,2,2,2,4,25
5d9503fdf9007c92afc6e00f,5d9425d2a9cf770a818c0edb,5,3,5,3,1,25
5d9503fdf9007c92afc6e010,5d942757a9cf770a818e96e4,1,4,4,4,3,15
5d95040cc56930c5e2962588,5d9425eba9cf770a818c343d,2,2,1,2,2,20
5d95040cc56930c5e2962589,5d942646a9cf770a818cc8e8,5,4,1,3,4,15
5d95040cc56930c5e296258a,5d942652a9cf770a818cdda4,5,4,5,4,3,20
5d95040dc56930c5e296258b,5d9426f4a9cf770a818dee9e,1,2,2,4,5,10
5d95042fc56930c5e2962598,5d942620a9cf770a818c8ab8,3,4,3,4,4,20
5d95042fc56930c5e2962599,5d9425b2a9cf770a818bdd99,2,5,5,3,3,30
5d95042fc56930c5e296259a,5d942701a9cf770a818e04ab,5,4,1,2,5,30
5d95044cc56930c5e29625ac,5d942667a9cf770a818d009c,5,5,5,4,4,20
5d95044cc56930c5e29625ad,5d9425f1a9cf770a818c3de3,5,1,4,2,5,20
5d95044cc56930c5e29625ae,5d9425e0a9cf770a818c2438,5,2,2,4,3,15
5d95044cc56930c5e29625af,5d9426bfa9cf770a818d96ac,2,1,1,4,3,10
5d95048ac56930c5e29625c2,5d942686a9cf770a818d3609,3,3,1,3,2,20
5d95048ac56930c5e29625c3,5d9425d5a9cf770a818c135f,5,1,2,1,5,15
5d95048ac56930c5e29625c4,5d94262ba9cf770a818c9cca,3,2,2,5,2,20
5d95048bc56930c5e29625c5,5d9426a9a9cf770a818d72bd,4,1,3,3,2,15
5d95048ef9007c92afc6e022,5d942644a9cf770a818cc595,5,4,3,3,4,25
5d95048ef9007c92afc6e023,5d94262ba9cf770a818c9da7,4,1,1,5,1,20
5d95048ff9007c92afc6e024,5d94264ca9cf770a818cd3de,4,4,5,5,2,30
5d95048ff9007c92afc6e025,5d9426a1a9cf770a818d64be,1,4,3,5,3,30
5d95049cc56930c5e29625d2,5d942634a9cf770a818cac7d,1,5,4,2,5,20
5d95049dc56930c5e29625d3,5d9425bba9cf770a818bebdb,3,5,4,2,1,30
5d95049dc56930c5e29625d4,5d9426e1a9cf770a818dd1e5,4,4,3,4,2,25
5d9504b4c56930c5e29625e0,5d942695a9cf770a818d502c,5,3,2,4,3,20
5d9504b4c56930c5e29625e1,5d9425d8a9cf770a818c1881,5,1,5,5,2,30
5d9504b4c56930c5e29625e2,5d9426a1a9cf770a818d64db,2,4,1,3,5,20
5d9504dbf9007c92afc6e038,5d942669a9cf770a818d0454,4,5,2,5,5,25
5d9504dcf9007c92afc6e039,5d94263da9cf770a818cb996,3,3,2,2,4,15
5d9504dcf9007c92afc6e03a,5d942616a9cf770a818c7aa4,3,5,5,1,4,10
5d9504dcf9007c92afc6e03b,5d9426a8a9cf770a818d71d4,3,5,1,3,4,30
5d9504f7f9007c92afc6e048,5d94261da9cf770a818c870d,3,2,4,4,2,25
5d9504f8f9007c92afc6e049,5d9425c3a9cf770a818bf6af,5,5,5,5,5,25
5d9504f8f9007c92afc6e04a,5d9426a8a9cf770a818d71f1,4,5,4,2,1,30
5d950507c56930c5e29625f4,5d94266ca9cf770a818d0990,4,4,5,1,1,20
5d950507c56930c5e29625f5,5d9425cea9cf770a818c07bb,3,2,5,1,3,10
5d950508c56930c5e29625f6,5d9425baa9cf770a818beaa2,2,3,4,5,3,30
5d950508c56930c5e29625f7,5d9426c5a9cf770a818da18f,4,1,2,4,3,25
5d950516c56930c5e296260a,5d942673a9cf770a818d150e,4,1,5,3,2,20
5d950517c56930c5e296260b,5d9425cda9cf770a818c06d9,3,1,5,3,2,20
5d950517c56930c5e296260c,5d9425e5a9cf770a818c2ca6,1,2,5,5,5,20
5d950517c56930c5e296260d,5d9426b8a9cf770a818d8bc1,3,1,3,2,5,15
5d95051cf9007c92afc6e056,5d9425d0a9cf770a818c0b7f,4,4,2,5,1,25
5d95051cf9007c92afc6e057,5d94267da9cf770a818d25f9,3,4,3,5,3,10
5d95051df9007c92afc6e058,5d9426fca9cf770a818dfc68,5,1,2,2,2,25
5d950554f9007c92afc6e064,5d94269aa9cf770a818d58e6,1,1,1,5,1,25
5d950554f9007c92afc6e065,5d9425d9a9cf770a818c1946,2,5,5,4,5,25
5d950554f9007c92afc6e066,5d9426eea9cf770a818de470,1,5,4,4,2,25
5d950571f9007c92afc6e072,5d94266aa9cf770a818d05e5,5,5,3,2,3,25
5d950571f9007c92afc6e073,5d942670a9cf770a818d0f78,4,4,1,1,1,30
5d950571f9007c92afc6e074,5d9426a2a9cf770a818d66a5,1,5,4,2,2,20
5d950583f9007c92afc6e081,5d942671a9cf770a818d1228,4,3,5,4,2,25
5d950583f9007c92afc6e082,5d9425bea9cf770a818bf058,3,5,5,3,4,30
5d950584f9007c92afc6e083,5d9426a7a9cf770a818d6fd7,5,4,3,5,5,20
5d950593c56930c5e2962620,5d942682a9cf770a818d2f07,3,4,2,3,5,20
5d950593c56930c5e2962621,5d94262ca9cf770a818c9e83,2,4,4,2,5,20
5d950593c56930c5e2962622,5d94263da9cf770a818cb973,4,1,1,2,5,20
5d950594c56930c5e2962623,5d9426a0a9cf770a818d6367,5,1,2,3,3,10
5d950595f9007c92afc6e095,5d942673a9cf770a818d1549,2,5,1,5,1,25
5d950595f9007c92afc6e096,5d9425bfa9cf770a818bf19c,1,4,1,3,2,25
5d950596f9007c92afc6e097,5d9425cea9cf770a818c081b,5,5,4,4,3,30
5d950596f9007c92afc6e098,5d9426b1a9cf770a818d8034,5,3,1,4,5,20
5d9505aff9007c92afc6e0ab,5d942670a9cf770a818d1092,3,4,2,4,1,25
5d9505aff9007c92afc6e0ac,5d9425d9a9cf770a818c1a05,2,5,3,1,1,20
5d9505b0f9007c92afc6e0ad,5d942691a9cf770a818d48a5,4,5,5,4,4,15
5d9505b0f9007c92afc6e0ae,5d9426bda9cf770a818d939e,3,4,4,5,5,30
5d9505ffc56930c5e2962630,5d9425b9a9cf770a818be860,3,4,3,5,4,20
5d9505ffc56930c5e2962631,5d942688a9cf770a818d3a6c,2,2,3,4,4,20
5d950600c56930c5e2962632,5d9426a5a9cf770a818d6b54,5,3,1,4,2,20
5d95064ef9007c92afc6e0c1,5d9425eca9cf770a818c3688,3,1,4,4,3,25
5d95064ef9007c92afc6e0c2,5d9425d7a9cf770a818c16a9,2,4,5,5,5,20
5d95064ef9007c92afc6e0c3,5d94265ba9cf770a818cecce,5,3,4,4,2,30
5d95064ff9007c92afc6e0c4,5d9426a2a9cf770a818d6710,5,3,4,3,5,10
5d95066cf9007c92afc6e0d7,5d94267da9cf770a818d25da,4,1,3,5,2,25
5d95066cf9007c92afc6e0d8,5d9425dfa9cf770a818c224d,1,2,2,4,1,30
5d95066df9007c92afc6e0d9,5d9425cca9cf770a818c04e4,4,1,1,5,5,25
5d95066df9007c92afc6e0da,5d9426a3a9cf770a818d682a,4,4,5,1,1,10
5d95067ec56930c5e2962645,5d94263ca9cf770a818cb7df,3,5,5,4,3,20
5d95067ec56930c5e2962646,5d942609a9cf770a818c64c4,2,5,3,2,5,10
5d95067ec56930c5e2962647,5d942636a9cf770a818cae8a,2,5,5,5,2,30
5d95067fc56930c5e2962648,5d9426a8a9cf770a818d7056,5,4,1,2,4,20
5d950686f9007c92afc6e0ed,5d9425bda9cf770a818bee7a,4,4,3,4,1,25
5d950687f9007c92afc6e0ee,5d9425bda9cf770a818bef4a,5,3,5,1,2,30
5d950687f9007c92afc6e0ef,5d9425c7a9cf770a818bfde2,4,5,1,1,4,25
5d950687f9007c92afc6e0f0,5d9426a3a9cf770a818d6947,3,1,1,3,5,30
5d950697f9007c92afc6e0fd,5d942642a9cf770a818cc1cf,1,3,5,1,1,25
5d950697f9007c92afc6e0fe,5d9425c2a9cf770a818bf5d6,4,3,5,2,5,30
5d950698f9007c92afc6e0ff,5d9426a0a9cf770a818d6356,4,4,5,2,1,20
5d9506a1c56930c5e296265b,5d94267ba9cf770a818d2267,5,2,1,4,4,20
5d9506a2c56930c5e296265c,5d942698a9cf770a818d555f,5,5,1,5,4,30
5d9506a2c56930c5e296265d,5d942639a9cf770a818cb2c8,5,5,4,2,4,30
5d9506a2c56930c5e296265e,5d9426b3a9cf770a818d847c,5,4,1,3,3,20
5d9506a7f9007c92afc6e10b,5d9425e9a9cf770a818c3275,4,5,1,1,3,25
5d9506a7f9007c92afc6e10c,5d9425bfa9cf770a818bf1c0,2,5,2,4,1,10
5d9506a8f9007c92afc6e10d,5d9426c2a9cf770a818d9bba,4,2,4,5,5,15
5d9506b9c56930c5e296266b,5d942670a9cf770a818d1083,4,5,1,3,2,20
5d9506b9c56930c5e296266c,5d94261ca9cf770a818c842f,4,5,4,1,1,30
5d9506bac56930c5e296266d,5d9426c0a9cf770a818d98ce,5,3,1,2,3,15
5d9506cac56930c5e296267f,5d9425c9a9cf770a818c00ea,2,2,2,3,5,20
5d9506cac56930c5e2962680,5d9425e8a9cf770a818c3064,3,1,2,3,5,25
5d9506cac56930c5e2962681,5d9425bda9cf770a818bedd6,5,4,2,2,5,25
5d9506cac56930c5e2962682,5d9426a4a9cf770a818d6af0,2,4,2,2,2,10
5d9506eaf9007c92afc6e119,5d94262aa9cf770a818c9c1d,2,4,3,3,1,25
5d9506eaf9007c92afc6e11a,5d942640a9cf770a818cbe62,3,4,1,2,4,15
5d9506ebf9007c92afc6e11b,5d94277fa9cf770a818ed2a9,1,4,2,1,5,20
5d950734c56930c5e2962695,5d9425c2a9cf770a818bf641,3,1,2,3,3,20
5d950735c56930c5e2962696,5d942648a9cf770a818ccc69,5,5,3,2,4,20
5d950735c56930c5e2962697,5d942615a9cf770a818c78df,5,3,3,2,5,10
5d950735c56930c5e2962698,5d94278aa9cf770a818ee25a,4,4,3,3,1,30
5d950739f9007c92afc6e127,5d94261fa9cf770a818c88d2,3,5,5,5,2,25
5d95073af9007c92afc6e128,5d9425e9a9cf770a818c3257,1,4,1,1,2,15
5d95073af9007c92afc6e129,5d9426e9a9cf770a818ddd25,2,1,1,5,5,20
5d950748c56930c5e29626a5,5d942629a9cf770a818c997d,2,4,5,1,2,20
5d950748c56930c5e29626a6,5d942656a9cf770a818ce414,1,2,3,1,3,25
5d950748c56930c5e29626a7,5d9426a4a9cf770a818d6a20,5,5,1,5,1,30
5d950761c56930c5e29626b3,5d9425f2a9cf770a818c3fef,2,3,5,5,4,20
5d950761c56930c5e29626b4,5d942622a9cf770a818c8dff,4,3,5,2,2,30
5d950761c56930c5e29626b5,5d9426b2a9cf770a818d8185,2,3,3,5,3,20
5d950777c56930c5e29626c1,5d942665a9cf770a818cfd8c,2,5,2,5,1,20
5d950777c56930c5e29626c2,5d9425faa9cf770a818c4cc4,1,5,2,3,4,30
5d950777c56930c5e29626c3,5d9426d9a9cf770a818dc4ba,3,4,2,4,4,25
5d95078ff9007c92afc6e13b,5d94265ea9cf770a818cf227,5,3,2,3,4,25
5d95078ff9007c92afc6e13c,5d942614a9cf770a818c777c,4,3,2,1,1,30
5d95078ff9007c92afc6e13d,5d94262ba9cf770a818c9dfb,3,4,2,2,3,20
5d950790f9007c92afc6e13e,5d94273aa9cf770a818e6480,1,3,5,5,4,20
5d950796c56930c5e29626d5,5d942644a9cf770a818cc610,3,2,1,2,5,20
5d950797c56930c5e29626d6,5d9425bba9cf770a818beb53,3,2,5,2,5,20
5d950797c56930c5e29626d7,5d94265da9cf770a818cef97,5,3,2,4,4,30
5d950797c56930c5e29626d8,5d9426a6a9cf770a818d6cfd,2,2,5,3,1,10
5d9507a2f9007c92afc6e14b,5d9425b4a9cf770a818be0a5,1,1,3,1,5,25
5d9507a3f9007c92afc6e14c,5d942613a9cf770a818c759a,4,1,1,1,5,20
5d9507a3f9007c92afc6e14d,5d9426c4a9cf770a818da078,3,1,1,3,2,30
5d9507a6c56930c5e29626e5,5d942629a9cf770a818c9aae,2,4,5,5,1,20
5d9507a6c56930c5e29626e6,5d9425dca9cf770a818c1e36,1,1,4,3,1,15
5d9507a7c56930c5e29626e7,5d9426a8a9cf770a818d71ef,5,4,2,4,3,30
5d9507aef9007c92afc6e159,5d942626a9cf770a818c9495,5,4,1,2,1,25
5d9507aff9007c92afc6e15a,5d9425e4a9cf770a818c2a5d,5,1,2,1,5,25
5d9507aff9007c92afc6e15b,5d9426a5a9cf770a818d6ccd,1,4,3,1,1,10
5d9507d0c56930c5e29626f9,5d94266fa9cf770a818d0e6f,2,1,1,1,4,20
5d9507d0c56930c5e29626fa,5d9425cda9cf770a818c0645,4,4,4,2,5,30
5d9507d0c56930c5e29626fb,5d9425e4a9cf770a818c2ae7,1,3,1,3,4,30
5d9507d1c56930c5e29626fc,5d9426a6a9cf770a818d6df4,1,4,2,1,4,25
5d9507e2f9007c92afc6e167,5d9425e7a9cf770a818c3038,5,3,1,5,4,25
5d9507e2f9007c92afc6e168,5d9425d9a9cf770a818c197e,5,5,5,4,4,20
5d9507e2f9007c92afc6e169,5d9426e2a9cf770a818dd2e0,3,2,4,4,3,20
5d9507fdc56930c5e296270f,5d94268ea9cf770a818d443b,2,4,5,2,2,20
5d9507fdc56930c5e2962710,5d942658a9cf770a818ce7b9,1,4,5,2,1,30
5d9507fec56930c5e2962711,5d9425c3a9cf770a818bf7a1,5,3,4,5,4,25
5d9507fec56930c5e2962712,5d9426b3a9cf770a818d83c9,3,5,4,4,1,30
5d95080cf9007c92afc6e175,5d942675a9cf770a818d18e7,4,1,1,1,3,25
5d95080cf9007c92afc6e176,5d9425d5a9cf770a818c132d,4,2,1,2,4,30
5d95080df9007c92afc6e177,5d942727a9cf770a818e4481,2,2,2,1,5,15
5d950814c56930c5e296271f,5d9425b9a9cf770a818be962,1,1,5,4,4,20
5d950814c56930c5e2962720,5d942663a9cf770a818cfa72,2,2,4,1,4,20
5d950815c56930c5e2962721,5d9426a3a9cf770a818d68da,5,1,1,1,2,25
5d950835f9007c92afc6e183,5d942635a9cf770a818cada8,1,4,5,1,5,25
5d950835f9007c92afc6e184,5d9425f5a9cf770a818c4599,5,4,3,2,5,25
5d950835f9007c92afc6e185,5d9426a7a9cf770a818d6fcd,4,3,5,4,1,10
5d95083dc56930c5e296272d,5d9425ffa9cf770a818c55cb,2,2,5,4,2,20
5d95083ec56930c5e296272e,5d94263ca9cf770a818cb82b,3,1,5,2,1,10
5d95083ec56930c5e296272f,5d9426bca9cf770a818d9286,4,2,5,2,4,15
5d950845c56930c5e296273b,5d942679a9cf770a818d1f4a,1,1,3,5,3,20
5d950845c56930c5e296273c,5d9425fda9cf770a818c5293,3,3,3,4,1,30
5d950846c56930c5e296273d,5d9426a4a9cf770a818d6a1f,1,2,1,1,1,25
5d950857c56930c5e2962749,5d942610a9cf770a818c70eb,5,2,2,3,3,20
5d950858c56930c5e296274a,5d9425bca9cf770a818bed5c,4,3,4,4,3,20
5d950858c56930c5e296274b,5d9426dda9cf770a818dca33,1,2,2,1,4,25
5d950871c56930c5e2962757,5d942621a9cf770a818c8caf,2,5,1,2,1,20
5d950871c56930c5e2962758,5d942607a9cf770a818c62ee,1,5,5,5,5,30
5d950871c56930c5e2962759,5d9426a0a9cf770a818d63c5,5,5,5,5,2,30
5d9508e6c56930c5e2962765,5d9425d0a9cf770a818c0ac7,2,1,3,2,3,20
5d9508e6c56930c5e2962766,5d9425dca9cf770a818c1e17,4,4,4,5,4,15
5d9508e7c56930c5e2962767,5d9426ada9cf770a818d793b,2,2,3,2,1,10
5d956773f2a727fd65203400,5d9425b2a9cf770a818bde47,2,3,4,2,3,20
5d956773f2a727fd65203401,5d9425daa9cf770a818c1b9b,2,1,4,2,1,25
5d956773f2a727fd65203402,5d9426afa9cf770a818d7dbd,3,2,5,4,1,25
5d956799f2a727fd6520340e,5d942675a9cf770a818d1836,5,3,5,2,2,20
5d956799f2a727fd6520340f,5d9425bfa9cf770a818bf0fc,4,2,2,4,1,20
5d95679af2a727fd65203410,5d94271da9cf770a818e3386,2,2,1,3,2,20
5d9567a4f2a727fd6520341c,5d942643a9cf770a818cc3ad,5,4,3,4,3,20
5d9567a5f2a727fd6520341d,5d9425eca9cf770a818c36ce,5,3,3,1,4,30
5d9567a5f2a727fd6520341e,5d9426b0a9cf770a818d7e54,5,3,3,2,4,20
5d9567b77c38125346bec888,5d942633a9cf770a818ca9c4,4,2,3,5,1,25
5d9567b77c38125346bec889,5d9425d7a9cf770a818c16d8,5,1,2,5,4,30
5d9567b87c38125346bec88a,5d9425cba9cf770a818c0363,1,2,3,4,5,25
5d9567b87c38125346bec88b,5d942710a9cf770a818e1e66,3,1,5,2,2,15
5d9567cef2a727fd6520342a,5d942686a9cf770a818d360c,2,5,5,3,1,20
5d9567cef2a727fd6520342b,5d9425e8a9cf770a818c316b,3,4,3,2,2,20
5d9567cff2a727fd6520342c,5d9426b6a9cf770a818d896d,4,4,3,4,5,25
5d9567f57c38125346bec898,5d942620a9cf770a818c8b60,1,1,2,2,2,25
5d9567f57c38125346bec899,5d942617a9cf770a818c7cc9,2,5,3,2,1,15
5d9567f57c38125346bec89a,5d9426c1a9cf770a818d9abe,3,2,4,1,4,30
5d956801f2a727fd65203438,5d9425f3a9cf770a818c4263,4,4,2,4,5,20
5d956801f2a727fd65203439,5d94266aa9cf770a818d06a0,3,3,5,5,3,25
5d956802f2a727fd6520343a,5d9426bda9cf770a818d93ea,3,3,4,3,2,15
5d9568297c38125346bec8ac,5d9426a0a9cf770a818d6288,5,2,5,1,2,25
5d95682a7c38125346bec8ad,5d9425d3a9cf770a818c1077,4,3,3,2,4,20
5d95682a7c38125346bec8ae,5d94263fa9cf770a818cbd16,5,2,1,1,2,30
5d95682a7c38125346bec8af,5d9426bea9cf770a818d9620,4,5,5,4,1,10
5d95682df2a727fd6520344c,5d942648a9cf770a818ccc6f,4,2,5,2,2,20
5d95682ef2a727fd6520344d,5d94262fa9cf770a818ca2ed,4,3,4,2,2,30
5d95682ef2a727fd6520344e,5d942624a9cf770a818c91e6,1,4,3,3,4,25
5d95682ef2a727fd6520344f,5d9426aaa9cf770a818d73f9,4,4,1,3,4,30
5d9568357c38125346bec8bc,5d942679a9cf770a818d2015,3,4,4,2,5,25
5d9568357c38125346bec8bd,5d9425dfa9cf770a818c225b,3,1,3,4,5,25
5d9568357c38125346bec8be,5d9426c0a9cf770a818d9841,5,5,2,4,4,10
5d956839f2a727fd6520345c,5d942663a9cf770a818cfaef,1,5,3,5,5,20
5d956839f2a727fd6520345d,5d9425d9a9cf770a818c1a43,2,5,3,1,4,25
5d956839f2a727fd6520345e,5d9426a0a9cf770a818d637c,2,1,5,3,3,30
5d956849f2a727fd6520346a,5d942646a9cf770a818cc7ec,1,4,3,4,2,20
5d956849f2a727fd6520346b,5d942601a9cf770a818c5819,4,5,3,3,5,25
5d956849f2a727fd6520346c,5d9426aaa9cf770a818d73d7,5,2,2,2,5,15
5d9568547c38125346bec8d0,5d942638a9cf770a818cb139,3,1,5,2,1,25
5d9568547c38125346bec8d1,5d9425cca9cf770a818c0442,4,4,5,5,1,30
5d9568547c38125346bec8d2,5d94265ca9cf770a818cee3e,1,2,3,1,3,20
5d9568557c38125346bec8d3,5d9426a2a9cf770a818d66e4,3,2,4,2,2,20
5d95686a7c38125346bec8e0,5d94269ba9cf770a818d5a8e,2,2,5,4,5,25
5d95686a7c38125346bec8e1,5d942614a9cf770a818c76fa,2,4,5,1,4,30
5d95686a7c38125346bec8e2,5d9426a1a9cf770a818d64c0,5,1,1,3,3,20
5d9568707c38125346bec8ee,5d9425f4a9cf770a818c42c9,2,3,5,5,3,25
5d9568707c38125346bec8ef,5d9425c9a9cf770a818c004c,1,2,4,2,2,10
5d9568707c38125346bec8f0,5d9426a7a9cf770a818d7020,3,4,3,1,3,20
5d956874f2a727fd6520347e,5d9425b8a9cf770a818be6e7,1,2,5,1,5,20
5d956874f2a727fd6520347f,5d94261fa9cf770a818c88b8,3,3,5,1,2,25
5d956874f2a727fd65203480,5d9425d2a9cf770a818c0ecd,3,3,4,4,4,30
5d956874f2a727fd65203481,5d942709a9cf770a818e119f,3,2,1,3,2,20
5d95688b7c38125346bec8fc,5d942649a9cf770a818ccec6,4,2,4,1,4,25
5d95688b7c38125346bec8fd,5d9425b8a9cf770a818be73d,5,2,2,1,2,20
5d95688c7c38125346bec8fe,5d9426b4a9cf770a818d8620,2,2,1,5,4,20
5d9568927c38125346bec90a,5d9425fea9cf770a818c53df,5,3,1,1,1,25
5d9568937c38125346bec90b,5d9425d5a9cf770a818c1379,5,4,5,3,1,25
5d9568937c38125346bec90c,5d9426a9a9cf770a818d7279,4,2,2,1,4,25
5d95689e7c38125346bec91e,5d942640a9cf770a818cbe13,3,3,5,5,2,25
5d95689e7c38125346bec91f,5d9425c4a9cf770a818bf82c,2,3,5,4,5,20
5d95689e7c38125346bec920,5d9425b4a9cf770a818be0e7,3,1,5,4,4,20
5d95689e7c38125346bec921,5d9426bda9cf770a818d9421,5,4,2,3,3,15
5d9568a67c38125346bec92e,5d942689a9cf770a818d3c35,4,2,3,2,3,25
5d9568a67c38125346bec92f,5d9425c1a9cf770a818bf398,4,3,2,2,3,25
5d9568a67c38125346bec930,5d9426a5a9cf770a818d6c6f,2,3,2,4,4,15
5d9568d5f2a727fd65203494,5d9425b2a9cf770a818bdeba,4,4,4,5,2,20
5d9568d6f2a727fd65203495,5d942667a9cf770a818d0177,2,2,2,3,2,30
5d9568d6f2a727fd65203496,5d942657a9cf770a818ce52d,4,2,4,4,2,25
5d9568d6f2a727fd65203497,5d9426c6a9cf770a818da2c6,3,5,5,4,2,30
5d9568de7c38125346bec942,5d9425f7a9cf770a818c495d,4,5,4,4,5,25
5d9568de7c38125346bec943,5d9425f8a9cf770a818c49b6,2,4,1,3,1,30
5d9568de7c38125346bec944,5d942612a9cf770a818c740a,2,5,2,5,4,10
5d9568df7c38125346bec945,5d942783a9cf770a818ed8b4,3,4,5,1,3,20
5d9568e5f2a727fd652034aa,5d9425c7a9cf770a818bfd9e,1,1,5,4,3,20
